Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-31,16.439,16.561,16.308,16.383,14901400,0.0,0.0
2024-08-01,15.719,16.009,15.606,15.672,19591800,0.0,0.0
2024-08-02,15.578,15.653,14.905,15.157,16781800,0.0,0.0
2024-08-05,14.792,15.167,14.699,14.895,11569500,0.0,0.0
2024-08-06,14.895,15.344,14.764,15.223,8857300,0.0,0.0
2024-08-07,15.363,15.391,14.979,14.998,12711600,0.0,0.0
2024-08-08,15.148,15.335,15.036,15.185,9477200,0.0,0.0
2024-08-09,15.167,15.438,15.026,15.279,11370900,0.0,0.0
2024-08-12,15.26,15.288,14.951,15.017,6563400,0.0,0.0
2024-08-13,15.082,15.167,14.895,15.054,6232700,0.0,0.0
2024-08-14,14.989,15.223,14.989,15.12,6718200,0.0,0.0
2024-08-15,15.344,15.588,15.279,15.372,6576800,0.0,0.0
2024-08-16,15.363,15.41,15.241,15.391,7663400,0.0,0.0
2024-08-19,15.4,15.821,15.354,15.747,7258200,0.0,0.0
2024-08-20,15.69,15.69,15.438,15.457,6466700,0.0,0.0
2024-08-21,15.569,15.85,15.419,15.831,7845200,0.0,0.0
2024-08-22,15.793,16.233,15.793,15.99,12029900,0.0,0.0
2024-08-23,16.037,16.448,15.999,16.289,12255600,0.0,0.0
2024-08-26,16.43,16.476,16.168,16.224,8839300,0.0,0.0
2024-08-27,16.177,16.327,16.055,16.186,7685200,0.0,0.0
2024-08-28,16.186,16.186,16.027,16.13,6453100,0.0,0.0
2024-08-29,16.224,16.607,16.14,16.514,6854700,0.0,0.0
2024-08-30,16.626,16.907,16.439,16.561,9227400,0.0,0.0
2024-09-03,16.486,16.533,16.14,16.252,6736400,0.0,0.0
2024-09-04,16.177,16.43,15.803,15.84,9458000,0.0,0.0
2024-09-05,15.812,15.868,15.541,15.653,8545700,0.0,0.0
2024-09-06,15.662,15.803,15.541,15.653,9017200,0.0,0.0
2024-09-09,15.681,15.999,15.653,15.69,8062200,0.0,0.0
2024-09-10,15.681,15.765,15.363,15.69,9292700,0.0,0.0
2024-09-11,15.644,15.859,15.513,15.737,8475900,0.0,0.0
2024-09-12,15.831,16.13,15.709,16.093,7706000,0.0,0.0
2024-09-13,16.149,16.476,16.149,16.299,5171200,0.0,0.0
2024-09-16,16.374,16.486,16.243,16.336,5366700,0.0,0.0
2024-09-17,16.458,16.766,16.458,16.664,5161900,0.0,0.0
2024-09-18,16.692,17.094,16.589,16.729,9059400,0.0,0.0
2024-09-19,17.085,17.468,16.944,17.337,14809100,0.0,0.0
2024-09-20,17.356,17.627,17.103,17.524,15487400,0.0,0.0
2024-09-23,17.665,17.73,17.206,17.431,7459100,0.0,0.0
2024-09-24,17.496,17.674,17.356,17.478,8588600,0.0,0.0
2024-09-25,17.534,17.609,17.028,17.038,6528100,0.0,0.0
2024-09-26,17.169,17.281,16.963,17.066,10801100,0.0,0.0
2024-09-27,17.234,17.262,16.926,16.963,6475600,0.0,0.0
2024-09-30,16.944,17.029,16.518,16.651,7459800,0.2,0.0
2024-10-01,16.632,16.698,16.253,16.603,7221100,0.0,0.0
2024-10-02,16.443,16.726,16.414,16.622,10699400,0.0,0.0
2024-10-03,16.518,16.518,16.225,16.443,8247200,0.0,0.0
2024-10-04,16.66,17.02,16.613,16.897,5337300,0.0,0.0
2024-10-07,16.793,17.067,16.405,16.537,7174700,0.0,0.0
2024-10-08,16.585,16.632,16.083,16.518,7589200,0.0,0.0
2024-10-09,16.462,16.622,16.348,16.509,5386300,0.0,0.0
